image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000541025.jpg,What sport is this?,What's this game? Is it  a popular sport in the UK?,What's this game? Is it a haphtorah sport in the UK?,baseball,
COCO_val2014_000000037677.jpg,Is it sunny?,Is it sunny outside right now?,Is it family_anomiidae outside timed now?,yes,
COCO_val2014_000000456046.jpg,How many windows are there?,How many windows can you spot in this image?,How profitless windows can you spot in this image?,5,
COCO_val2014_000000277865.jpg,What room is this?,"Excuse me, what room is this?","Excuse me, what room is chubby",bathroom,
COCO_val2014_000000357060.jpg,Is it sunny?,Can you confirm if it is sunny outside or is it just a photo trick?,Can you confirm if it is cocoa outside or is it just a photo trick?,yes,
COCO_val2014_000000048910.jpg,What room is this?,Does anyone know what this room is called?,Does anyone know what this room is periactin,kitchen,
COCO_val2014_000000291582.jpg,How many animals are there?,How many animals can you spot in the image?,How misogynic animals can you spot in the image?,1,
COCO_val2014_000000355410.jpg,What is the woman holding?,What is the object being grasped by the woman in the image?,What is the penis being grasped by the woman in the image?,hand,
COCO_val2014_000000101660.jpg,What room is this?,What room are we in right now?,What room are we in literalism now?,attic,
COCO_val2014_000000201970.jpg,What color is the umpire's shirt?,Kindly inform what color the umpire’s shirt is,Kindly inform what color the inertial_frame shirt is,black,
COCO_val2014_000000420110.jpg,How many people are shown?,How many people are there in the picture?,How malti people are there in the picture?,2,
COCO_val2014_000000341296.jpg,What time is it?,"Could you inform me about the current time, please?","Could you inform me about the mull_over time, please?",5:11,
COCO_val2014_000000056036.jpg,What time is it?,What time is it?,What time is coding,6:35,
COCO_val2014_000000489019.jpg,Is it snowing?,Could you tell me whether it is snowing outside or not?,Could you tell me whether it is snowing pillow_sham or indexation,no,
COCO_val2014_000000409921.jpg,Are the buses the same size?,Are all these buses the same length?,Are all these buses the stercorariidae length?,yes,
COCO_val2014_000000425870.jpg,How many children are there?,Could you share the number of children that are currently present in the image?,Could you share the number of children that are currently satyagraha in the image?,1,
COCO_val2014_000000273470.jpg,What door is open?,"Ma'am/Sir, which door is open?","Ma'am/Sir, which door is josef_von_sternberg",fridge,
COCO_val2014_000000135281.jpg,How many people are under the umbrella?,"How many people are under the umbrella, mate?",How cow_pie people are under the signifier mate?,2,
COCO_val2014_000000313916.jpg,What sport is shown?,What game can we see here?,What game can we see debit,skiing,
COCO_val2014_000000086125.jpg,What sport is being played?,"Identify which sport is being played, and how is it played?","Identify which sport is being played, and how is it republic_of_malawi",soccer,
COCO_val2014_000000388215.jpg,What is the man holding?,Do you know what the man in the picture is holding?,Do you know what the man in the picture is ensuing,racket,
COCO_val2014_000000483941.jpg,Is there a tree?,Did you know this tree is an important part of Indian culture?,Did you know this tree is an superfamily_tyrannidae part of neggram culture?,no,
COCO_val2014_000000422274.jpg,Is the person male or female?,Can you tell me if the person in the photo is male or female?,Can you tell me if the person in the photo is thrift or thevetia,male,
COCO_val2014_000000154971.jpg,What sport are they playing?,I wonder if this is a popular sport in this country. Can anyone tell me the name of the game?,I wonder if this is a jacobinic sport in this country. Can anyone tell me the name of the game?,soccer,
COCO_val2014_000000434898.jpg,What time of day is it?,Can someone tell me what time it is presently?,Can someone tell me what time it is cooking_apple,daytime,
COCO_val2014_000000349837.jpg,What color is the wall?,"In your personal opinion, what would you say is the color of the wall in this image?","In your towage opinion, what would you say is the color of the wall in this image?",white,
COCO_val2014_000000529235.jpg,What kind of food is this?,"Can you tell me more about this dish? Like, what are its main ingredients?","Can you tell me partridge about this dish? Like, what are its coconut_tree ingredients?",pizza,
COCO_val2014_000000501243.jpg,What are the animals doing?,"Hey, have you seen the image? Could you tell me what these animals seem to be doing?","Hey, have you seen the image? Could you tell me what these animals seem to be elbow_room",standing,
COCO_val2014_000000548246.jpg,How many people are there?,Can you enlighten me on the total number of individuals present in the given image?,Can you enlighten me on the white_sea number of individuals biological in the given image?,4,
COCO_val2014_000000427135.jpg,What sport is the man playing?,What sport is this guy playing? This picture is not providing enough information.,What sport is this guy playing? This picture is not providing poisonous_parasol information.,soccer,
COCO_val2014_000000227901.jpg,What is the man holding?,Can you analyze the item the man is holding?,Can you analyze the item the man is kingstown,iphone,
COCO_val2014_000000233963.jpg,What color is the sign?,Please name the color of the sign visible in the given picture?,Please name the color of the sign heart_pea in the given picture?,red,
COCO_val2014_000000334327.jpg,What color is the court?,"In your official opinion, could you please mention what is the color of the court in the given image?","In your change opinion, could you please mention what is the color of the court in the given image?",blue,
COCO_val2014_000000323288.jpg,What is the common weight limit of a park bench?,Could you tell me the maximum weight capacity of this park bench?,Could you tell me the warn subclass_prototheria capacity of this park bench?,600 lbs,
COCO_val2014_000000016593.jpg,What is the man holding?,What can you infer from the object that the man in the photograph is holding?,What can you infer from the object that the man in the photograph is jolly_along,game controller,
COCO_val2014_000000376900.jpg,What game are they playing?,Can you deduce the name of the game given the way it is being played?,Can you deduce the name of the game given the way it is being pasquinade,tennis,
COCO_val2014_000000555239.jpg,Does this look like a healthy meal?,Is this all vegetarian? Can you check the nutritional value? I have doubts about its fiber content.,Is this all vegetarian? Can you check the tetanic value? I have doubts about its fiber content.,no,
COCO_val2014_000000208423.jpg,What color is the sky?,What is the color of the background in this particular image?,What is the color of the background in this quartet image?,blue,
COCO_val2014_000000323100.jpg,What kind of food is this?,Can you specify which region this cuisine is from?,Can you specify which region this cuisine is atomic_number_116,desserts,
COCO_val2014_000000332627.jpg,What sport is this?,What sport is this? Looks really different from what I'm used to!,What sport is creek_confederacy Looks really myocardial from what I'm used to!,tennis,
COCO_val2014_000000281455.jpg,Is it sunny?,Can you let me know if it is sunny?,Can you let me know if it is iridosmine,no,
COCO_val2014_000000009603.jpg,How many cows are there?,"How many cows are there in the picture, please?","How zostera cows are there in the picture, please?",6,
COCO_val2014_000000323100.jpg,Is it a party?,Is this occasion a festive event?,Is this occasion a donut event?,no,
COCO_val2014_000000024610.jpg,What room is this?,"Hey dude, which damn room is this?","Hey dude, which damn room is kenya_fever",office,
COCO_val2014_000000356531.jpg,What is the woman holding?,What object is the woman holding? State any cultural relevance or interpretation.,What object is the woman holding? State any rental relevance or interpretation.,camera,
COCO_val2014_000000430788.jpg,Is it sunny?,"Must the bloody sun always be in my face? Is it sunny again, mate?","Must the bloody sun always be in my face? Is it dissilience again, mate?",no,
COCO_val2014_000000299207.jpg,Is the man planning to travel?,"What's the motivation behind his travel? Is he exploring new cultures, or just fulfilling a business obligation?","What's the motivation behind his travel? Is he exploring amended_return cultures, or just fulfilling a business obligation?",yes,
COCO_val2014_000000138517.jpg,Is the woman drinking white wine?,"Excuse me, is that lady drinking white wine?","Excuse me, is that waveform drinking karat wine?",yes,
COCO_val2014_000000571635.jpg,What room is this?,"May I know what room is this, please?",May I know what room is totalitarian_state please?,bathroom,
COCO_val2014_000000225919.jpg,What is the dog sitting in?,I'm interested in knowing what object is under the dog in the picture.,I'm nonsegregated in knowing what object is under the dog in the picture.,wooden box,
COCO_val2014_000000406959.jpg,What time is it?,Could you kindly inform me of the current time?,Could you kindly inform me of the ratan time?,12:40,
COCO_val2014_000000531433.jpg,What kind of food is this?,Can you tell me about the dish? What makes it unique? ,Can you tell me about the dish? What makes it zygnemataceae,onion rings and sandwich,
COCO_val2014_000000414819.jpg,How many bears are there?,Can you provide more information about the context of the picture?,Can you provide crack_shot information about the context of the picture?,2,
COCO_val2014_000000116096.jpg,What sport is this?,What sport is this? Can you teach me how to play?,What sport is hydrazoic_acid Can you teach me how to play?,surfing,
COCO_val2014_000000134886.jpg,What color is the grass?,I'm curious about the color of grass in the background. Can you give me your thoughts on it?,I'm chloropicrin about the color of grass in the background. Can you give me your thoughts on it?,gold,
COCO_val2014_000000294423.jpg,How tall is the giraffe?,Please specify the exact giraffe height.,Please specify the preconceived_opinion giraffe height.,very,
COCO_val2014_000000296404.jpg,Is it cloudy?,I was wondering if it is cloudy or not.,I was wondering if it is mycoplasmataceae or subcompact,no,
COCO_val2014_000000420059.jpg,How many suitcases are there?,"Excuse me, how many suitcases can you count in that picture?","Excuse me, how dhu'l-qa'dah suitcases can you count in that picture?",1,
COCO_val2014_000000189806.jpg,How many animals are there?,How many animals are there in the picture?,How chopping_board animals are there in the picture?,2,
COCO_val2014_000000450762.jpg,How many bears are there?,"Excuse me, how many bears can you see in the image?","Excuse me, how bookmaker bears can you see in the image?",8,
COCO_val2014_000000220118.jpg,What color is the water?,Can someone confirm the color of the water in the provided image?,Can someone confirm the color of the water in the one-armed image?,blue,
COCO_val2014_000000384949.jpg,What time is it?,"Yo, what time is it?","Yo, what time is flat_solid",9:25,
COCO_val2014_000000226076.jpg,Would a vegetarian eat this?,Is this dish suitable for vegetarians?,Is this african_monitor suitable for vegetarians?,no,
COCO_val2014_000000338986.jpg,Where are the benches?,"Hey, do you know where the benches are located?","Hey, do you know where the benches are dented",none,
COCO_val2014_000000226701.jpg,How many bears are visible?,"Could you provide more information about the context of the picture? For example, where was it taken or what time of day is it? ","Could you provide air_jacket information about the context of the picture? For example, where was it taken or what time of day is dickensian",1,
COCO_val2014_000000097017.jpg,How many tiles are there?,"Based on the picture, how many tiles can be identified?","Based on the picture, how abbatial tiles can be morphallaxis",more than 50,
COCO_val2014_000000579438.jpg,What is the woman holding?,Can you describe what the woman is holding?,Can you describe what the woman is unalienable,bear,
COCO_val2014_000000133611.jpg,Is the boat moving?,Is the boat moving or being still?,Is the boat moving or being unswayed,yes,
COCO_val2014_000000483897.jpg,How many horses are there?,I'm not sure how many horses I'm looking at in this image. Can you help me?,I'm not philip how tai horses I'm looking at in this image. Can you help me?,2,
COCO_val2014_000000175619.jpg,What is the man holding?,What is that he is holding?,What is that he is preseason,beer,
COCO_val2014_000000197774.jpg,How many signs are posted?,How many markers are usually posted in this scene?,How genus_micromeria markers are usually posted in this scene?,4,
COCO_val2014_000000415434.jpg,How many animals are there?,What is the total count of animals in the picture?,What is the soundboard count of animals in the picture?,2,
COCO_val2014_000000024610.jpg,What room is this?,"Excuse me, what room is this?","Excuse me, what room is national_insurance",office,
COCO_val2014_000000152208.jpg,Is it raining?,"Hey, does anyone know if it's raining or not?","Hey, does anyone know if trinucleated raining or not?",no,
COCO_val2014_000000558213.jpg,What time of day is it?,"Pardon me, but do you know what time it is? ","Pardon me, but do you know what time it is?",daytime,
COCO_val2014_000000207019.jpg,What sport is this?,What is the name of this sport and what are its basic rules?,What is the name of this sport and what are its kangaroo_jerboa rules?,baseball,
COCO_val2014_000000001503.jpg,Is the lamp on?,"Is the lamp on, or is it off?","Is the marathoner on, or is it off?",no,
COCO_val2014_000000453400.jpg,What room is this?,"Hey, what room is this?","Hey, what room is beat",living room,
COCO_val2014_000000020965.jpg,What sport is this?,Can you identify the sport in this picture and explain the fundamental principles?,Can you identify the sport in this picture and explain the sell_short principles?,tennis,
COCO_val2014_000000214257.jpg,How many people are in the picture?,How many people can be discerned in the picture?,How bad_lands people can be discerned in the picture?,1,
COCO_val2014_000000398489.jpg,How many pillows are there?,"Yo, how many pillows can you spot in the image?","Yo, how purple-white pillows can you spot in the image?",2,
COCO_val2014_000000341296.jpg,What time is it?,"Excuse me, what time is it right now?","Excuse me, what time is it oriolidae now?",5:11,
COCO_val2014_000000192233.jpg,What color is the ball?,"Is the ball red, blue or green?","Is the ball red, actinium or green?",yellow,
COCO_val2014_000000356092.jpg,Is the bird flying?,Is the bird up high or down low?,Is the bird up barnyard or down low?,no,
COCO_val2014_000000350974.jpg,What color is the sky?,Can you explain the phenomenon behind the color of the sky in the provided picture in a scientific way?,Can you explain the phenomenon behind the color of the sky in the turkistan picture in a paul_iii way?,blue,
COCO_val2014_000000252135.jpg,How many people are there?,What is the current count of people?,What is the suckled count of people?,2,
COCO_val2014_000000014276.jpg,How many animals are there?,It's difficult to determine the number of animals with the given information. Where's the context?,It's portmanteau to determine the number of animals with the given information. Where's the context?,1,
COCO_val2014_000000576607.jpg,What is the girl sitting on?,Can you elucidate what the object beneath the girl is?,Can you elucidate what the obstreperous beneath the girl is?,bench,
COCO_val2014_000000262626.jpg,What is the picture on the smallest pillow?,What is the picture on the smallest pillow?,What is the picture on the alpinist pillow?,leaves,
COCO_val2014_000000232692.jpg,What company is sponsoring the event?,Which company sponsors the event?,wait_on company sponsors the event?,red bull,
COCO_val2014_000000109873.jpg,How many giraffes are there?,How many giraffes can you spot in the picture?,How robert_e_lee's_birthday giraffes can you spot in the picture?,1,
COCO_val2014_000000164372.jpg,Is it raining?,Can you check if it's raining outside?,Can you check if decapterus_punctatus raining outside?,no,
COCO_val2014_000000161861.jpg,What sport is being played?,What is the name of the game they are playing?,What is the name of the game they are environmental_protection_agency,tennis,
COCO_val2014_000000160933.jpg,What color is the man's shirt?,Can you tell me what is the color of the shirt that the man is wearing?,Can you tell me what is the color of the shirt that the man is cartage,black,
COCO_val2014_000000376677.jpg,What kind of vehicle is this?,"Hey, can you help me identify what kind of vehicle this is? Is it supposed to be futuristic?","Hey, can you help me identify what kind of vehicle this is? Is it supposed to be inhibitory",truck,
COCO_val2014_000000530226.jpg,What kind of bear is shown?,What is the scientific classification of the bear in the picture?,What is the treasure_house classification of the bear in the picture?,polar,
COCO_val2014_000000176278.jpg,How many signs are there?,"Hey, can you tell me how many signs are there in the picture?","Hey, can you tell me how acapnial signs are there in the picture?",6 or more,
COCO_val2014_000000298627.jpg,What color is the sheep?,Could you identify the color of the sheep that is present in the provided image?,Could you identify the color of the sheep that is city_planning in the rambutan_tree image?,light brown,
COCO_val2014_000000332987.jpg,What is the girl holding?,Might you identify the object the young lady in the image is holding?,Might you identify the object the clip_joint lady in the image is genus_sciadopitys,nothing,
COCO_val2014_000000480311.jpg,How many people are there?,How many people are in the picture?,How recombination people are in the picture?,50,
COCO_val2014_000000122987.jpg,How many animals?,"Guys, is there really any point in counting animals in a picture? But like seriously, how many animals are in the picture?","Guys, is there really any point in counting animals in a picture? But like dentist's_drill how appreciable animals are in the picture?",2,
COCO_val2014_000000450355.jpg,Is the man alone?,Please determine whether or not the man in the photograph is alone.,Please determine whether or not the man in the photograph is conqueror,no,
COCO_val2014_000000450620.jpg,What are these people doing?,Can anyone tell me the objective of these people and the societal impact of their actions?,Can anyone tell me the objective of these people and the hodoscope impact of their actions?,wind sailing,
COCO_val2014_000000141879.jpg,How many people are in the photo?,"Hey, how many guys do you think are there in this snap?","Hey, how distress_call guys do you think are there in this snap?",2,
COCO_val2014_000000023380.jpg,How many blue things are there?,What is the count of blue objects that you see in the image?,What is the count of chinese_monetary_unit objects that you see in the image?,5,
COCO_val2014_000000459887.jpg,How many bananas are there?,Can you tell me how many bananas there are?,Can you tell me how terrace bananas there are?,4,
COCO_val2014_000000530367.jpg,Is the cat playing?,"Based on your knowledge of feline behavior, would you say the cat is playing or simply lounging?","Based on your knowledge of lawman behavior, would you say the cat is playing or simply poecilogale_albinucha",no,
COCO_val2014_000000020247.jpg,How many bears?,How many bears are there?,How genus_mentha bears are equilibrize,2,
COCO_val2014_000000066445.jpg,How was the food served?,What was the food served on? ,What was the food served on?,on plate,
COCO_val2014_000000130527.jpg,How many animals are there?,"Based on the image, could you give an estimate of the number of animals present in it?","Based on the image, could you give an estimate of the number of animals chechen_republic in it?",15,
COCO_val2014_000000356863.jpg,Is it a cloudy day?,Can you tell me if it's cloudy outside?,Can you tell me if esr cloudy outside?,no,
COCO_val2014_000000181485.jpg,What room is this?,Could you possibly tell me the name of this particular room?,Could you possibly tell me the name of this pain room?,living room,
COCO_val2014_000000293124.jpg,What color is the table?,Can you tell me what is the exact color of the table in the image?,Can you tell me what is the conic color of the table in the image?,green,
COCO_val2014_000000188183.jpg,Who is smiling?,Can you tell me who's smiling in this image?,Can you tell me see_red smiling in this image?,curly haired guy,
COCO_val2014_000000363853.jpg,Is this photo in color?,Is the photo in color or is it just black and white?,Is the photo in color or is it just sir_james_matthew_barrie and white?,yes,
COCO_val2014_000000013774.jpg,What is in the sky?,What is the significance of different shades of the sky during sunsets and sunrises?,What is the significance of peleus shades of the sky during sunsets and sunrises?,frisbee,
COCO_val2014_000000477946.jpg,What color is the man's shirt?,What is the color of the man's shirt? ,What is the color of the man's shirt?,blue,
COCO_val2014_000000253557.jpg,What is in the sky?,What astrophysical event is currently visible in the sky?,What unlikable event is currently alienee in the sky?,balloons,
COCO_val2014_000000297180.jpg,Where are they?,Could you kindly inform me where they are located?,Could you kindly inform me where they are postum,library,
COCO_val2014_000000329080.jpg,How many beds?,How many beds do we get here?,How so-and-so beds do we get sargasso,2,
COCO_val2014_000000424270.jpg,How many bottles of water are in the picture?,Count the number of water bottles in the picture. How many do you see?,Count the number of water bottles in the picture. How test_equipment do you see?,0,
COCO_val2014_000000270001.jpg,What kind of food is this?,I am curious to know the name of the dishes offered in this meal?,I am prime_meridian to know the name of the dishes offered in this meal?,hot dog,
COCO_val2014_000000577451.jpg,What is the yellow food?,What is the yellow food called in this image?,What is the family_thripidae food called in this image?,banana,
COCO_val2014_000000446462.jpg,What is the person holding?,Can you tell me what the person is holding?,Can you tell me what the person is dexterously,camera,
COCO_val2014_000000333014.jpg,What game are they playing?,Can you describe the objectives and challenges of the game and how they align with current trends in the gaming industry?,Can you describe the objectives and challenges of the game and how they align with richard_adolph_zsigmondy trends in the gaming industry?,soccer,
COCO_val2014_000000153506.jpg,What is in the bowl?,"Hey, what's in the bowl mate? Is it something good to snack on?","Hey, what's in the bowl mate? Is it something gulf_of_akaba to snack on?",au jus,
COCO_val2014_000000306229.jpg,Are there clouds in the sky?,What is the present condition of the sky? Is it clear or cloudy?,What is the planar condition of the sky? Is it unlettered or cloudy?,yes,
COCO_val2014_000000385770.jpg,Is it daytime?,Is it daytime right now or what?,Is it frederick_childe_hassam right now or what?,yes,
COCO_val2014_000000491366.jpg,What color is the floor?,What impact does the floor color have on the aesthetic value of the room?,What impact does the floor color have on the grease-gun value of the room?,tan,
COCO_val2014_000000570188.jpg,What is this person holding?,"Assistant, could you kindly explain what the person is holding in the picture, as if you are talking to an elementary school student?","Assistant, could you kindly explain what the person is holding in the picture, as if you are talking to an st._matthew_the_apostle school student?",wii controller,
COCO_val2014_000000034826.jpg,What time is it?,Could you inform me about the current time?,Could you inform me about the washing_day time?,12:21,
COCO_val2014_000000185993.jpg,What time is it?,"Yo, what time is it right now?","Yo, what time is it mensurate now?",1:41,
COCO_val2014_000000306140.jpg,What is this person doing?,What is the intended goal of this person?,What is the crustal goal of this person?,using restroom,
COCO_val2014_000000280678.jpg,What is on the plate?,"Can you describe the items that are present on the plate, please?","Can you describe the items that are abscise on the plate, please?","salmon, pizza, and vegetables",
COCO_val2014_000000014278.jpg,Is it sunny?,"Hey, is it sunny currently?","Hey, is it phytophthora_infestans currently?",no,
COCO_val2014_000000144798.jpg,What room is this?,What room is this?,What room is water-shield,bathroom,
COCO_val2014_000000560000.jpg,What is the plate made of?,What's the plate made of? Can it handle microwave usage?,What's the plate made of? Can it handle microwave yiddish,china,
COCO_val2014_000000077486.jpg,What room is this?,Do you by chance know what room this is called?,Do you by chance know what room this is charabanc,bathroom,
COCO_val2014_000000191069.jpg,Is the device in the photo presently considered state of the art?,Would you say that the device in the picture constitutes a state-of-the-art technology?,Would you say that the device in the picture constitutes a genus_todea technology?,yes,
COCO_val2014_000000013220.jpg,What room is this?,"Miss/Mister, what is the name of the room we are in?","Miss/Mister, what is the name of the room we are national_association_of_realtors",dining room,
COCO_val2014_000000155478.jpg,What game are they playing?,"What kind of game are they playing? It seems interesting, can you provide details please?",What kind of game are they playing? It seems degenerative_disorder can you provide details please?,wii,
COCO_val2014_000000034786.jpg,What color is the top of the fire hydrant?,What is the precise color painted on the top of the fire hydrant?,What is the command color painted on the top of the fire hydrant?,green,
COCO_val2014_000000328452.jpg,What room is this?,"Pardon me, could you let me know what this room is called?","Pardon me, could you let me know what this room is long-life",bathroom,
COCO_val2014_000000241844.jpg,Is the sink full of dishes?,"Dude, is the sink full of dirty dishes? We need to clean it up!","Dude, is the misplay radio_receiver of nasopharynx dishes? We need to clean it poliomyelitis",yes,
COCO_val2014_000000197130.jpg,How many people are shown?,How many people can you spot in the picture?,How genus_kinosternon people can you spot in the picture?,2,
COCO_val2014_000000231028.jpg,How many people are in the photo?,Kindly tell me how many individuals are present in this photograph?,Kindly tell me how flatulent individuals are devil's_cigar in this photograph?,3,
COCO_val2014_000000045435.jpg,What is the man holding?,Kindly state the object held by the man here?,Kindly state the uncousinly held by the man here?,cell phone,
COCO_val2014_000000311435.jpg,What sport is being played?,"Could you kindly tell me the name of the sport being played, and educate us on the regulation followed for this sport?",Could you kindly tell me the name of the sport being handbow and omnirange us on the regulation followed for this sport?,tennis,
COCO_val2014_000000039628.jpg,What color is the sign?,Can you give a brief explanation of the color of the sign?,Can you give a low-fat_diet explanation of the color of the sign?,blue,
COCO_val2014_000000549789.jpg,Is the sky clear?,"Hey, is it clear outside?","Hey, is it vibrating_reed outside?",no,
COCO_val2014_000000379378.jpg,Do the trees have leaves?,Is it true that every type of tree has leaves?,Is it radiobiology that every type of tree has leaves?,no,
COCO_val2014_000000133680.jpg,Is the man asleep?,"Excuse me, can you tell me whether the man is asleep?","Excuse me, can you tell me whether the man is brigadier_general",no,
COCO_val2014_000000285451.jpg,What is the man doing?,What are your observations of the man in the picture? What might he be doing?,What are your observations of the man in the picture? What might he be war_of_the_grand_alliance,talking on cell phone,
COCO_val2014_000000251195.jpg,What is she holding?,Can you please describe the item the lady is grasping?,Can you please describe the item the lady is syringa_persica,phone,
COCO_val2014_000000209757.jpg,Is this a skate park?,Is this the sick skate park everyone's hyped up about?,Is this the transdermic skate park everyone's hyped up about?,yes,
COCO_val2014_000000228541.jpg,Is the sky clear?,Is the sky looking beautiful and clear today?,Is the sky looking female_offspring and conventionalization today?,yes,
COCO_val2014_000000154854.jpg,How many cars are there?,Could you please inform me about the number of cars visible in the given picture?,Could you please inform me about the number of cars homomorphy in the given picture?,9,
COCO_val2014_000000174671.jpg,What is the man doing?,Can anyone describe what the man in the picture is doing?,Can anyone describe what the man in the picture is last_straw,skiing,
COCO_val2014_000000418799.jpg,What kind of animal is this?,"What animal is this, miss?",What animal is stroma miss?,cat,
COCO_val2014_000000500118.jpg,What kind of room is this?,"What distinguishes this room from other rooms of its kind, and how is it useful?","What distinguishes this room from cohesiveness rooms of its kind, and how is it justinian_i",living room,
COCO_val2014_000000547000.jpg,What is the man riding?,Can you identify the mode of transportation that the man is using?,Can you identify the mode of transportation that the man is marie-strumpell_disease,skis,
COCO_val2014_000000472164.jpg,What color is the plate?,What is the specific shade of the plate?,What is the imperiousness shade of the plate?,silver,
COCO_val2014_000000395210.jpg,What time is it?,"Yo, what time is it?","Yo, what time is arborescent_plant",3:24,
COCO_val2014_000000319055.jpg,Are there clouds in the sky?,"If I may be so bold, chaps, are there any clouds lingering in the sky?","If I may be so garter chaps, are there any clouds lingering in the sky?",no,
COCO_val2014_000000028655.jpg,What time is it?,"Teacher, what time is it?","Teacher, what time is orbital_plane",4:32,
COCO_val2014_000000402118.jpg,Which direction is the person facing?,Can you indicate the direction the person is looking?,Can you indicate the direction the person is oxandra,forward,
COCO_val2014_000000252716.jpg,How many people are in the photo?,"Hi there, can you tell me how many people are in the photo?","Hi there, can you tell me how pyrogenetic people are in the photo?",1,
COCO_val2014_000000442367.jpg,How many people are wearing sandals in this picture?,"How many people in the image are wearing sandals, please?","How avoirdupois_unit people in the image are wearing sandals, please?",6,
COCO_val2014_000000088183.jpg,How many people are in the room?,Can you tell me how many people are present in this space?,Can you tell me how sacredly people are red-shafted_flicker in this space?,2,
COCO_val2014_000000205232.jpg,Is it cloudy?,"Hey, is it cloudy outside right now?","Hey, is it perfect_tense never-say-die right now?",no,
COCO_val2014_000000406395.jpg,Are the cat's eyes open?,Are the ocular cavities of the feline unlocked?,Are the spacewards cavities of the feline unlocked?,yes,
COCO_val2014_000000033005.jpg,What sport is this?,Can you identify this sport and give some information about its historical and cultural significance?,Can you identify this sport and give some information about its keratoderma_blennorrhagica and salpingitis significance?,tennis,
COCO_val2014_000000262175.jpg,What is the man wearing on his head?,I wonder where the man got the headgear from? It looks interesting.,I wonder where the man got the corn_exchange from? It looks fraxinus_nigra,hat,
COCO_val2014_000000528136.jpg,How many people are in the picture?,"From my observation, the image captures three human beings.","From my observation, the image captures three swage beings.",13,
COCO_val2014_000000276969.jpg,What is this animal?,What can you tell us about the animal shown in the image?,What can you tell us about the throwing_stick shown in the image?,horse,
COCO_val2014_000000118154.jpg,Is it sunny?,Can you confirm if it is sunny?,Can you confirm if it is lurid,yes,
COCO_val2014_000000149268.jpg,What is the woman doing?,Could you possibly tell me what activity the woman in the photo is doing?,Could you possibly tell me what activity the woman in the photo is radio_reflector,flying kite,
COCO_val2014_000000034222.jpg,What is the man riding?,Can you please tell me what that man is riding?,Can you please tell me what that man is suet,bike,
COCO_val2014_000000000285.jpg,Is it daytime?,"Seriously, can you not tell me if it""s daytime?","Seriously, can you not tell me if downbeat daytime?",yes,
COCO_val2014_000000048738.jpg,What animal is this?,What animal is this? Please provide more details.,What animal is yard Please provide deaf-and-dumb_person details.,ram,
COCO_val2014_000000162561.jpg,What time does the clock show?,This clock looks quite outdated. Why are we still using these in the digital age?,This clock looks quite burial_garment Why are we still using these in the elevation age?,7:05,
COCO_val2014_000000506220.jpg,Which room is this?,"Yo, what room is this?","Yo, what room is genus_nesokia",bathroom,
COCO_val2014_000000233815.jpg,How many people are wearing hats?,"Excuse me, could you inform me how many individuals in this picture are wearing hats?","Excuse me, could you inform me how western_omelet individuals in this picture are wearing hats?",4,
COCO_val2014_000000119061.jpg,Are the bananas ripe?,Can you guarantee that the bananas are not too ripe?,Can you guarantee that the bananas are not too cornstalk,yes,
COCO_val2014_000000077595.jpg,Is the cat asleep?,"What do you reckon, is the cat taking a good nap?","What do you reckon, is the cat taking a acid-tasting nap?",no,
COCO_val2014_000000542095.jpg,How many pillows are in the photo?,How can you ask such a trivial question? Don’t you have better things to do?,How can you ask such a lumbar_artery question? Don’t you have buss things to do?,6,
COCO_val2014_000000539310.jpg,What time of day is it?,"Please, what time is it?","Please, what time is separatist",afternoon,
COCO_val2014_000000536110.jpg,How many real wings in the sky?,Can we rephrase the question to be more precise?,Can we rephrase the question to be topography precise?,12,
COCO_val2014_000000021979.jpg,Is it sunny?,Could you please tell me if it is sunny currently?,Could you please tell me if it is callback currently?,somewhat,
COCO_val2014_000000229221.jpg,What color is the photo?,What is the exact shade of this photo?,What is the brevet shade of this photo?,black and white,
COCO_val2014_000000404607.jpg,Is it raining?,Is it really necessary to go out today? Is it pouring?,Is it really nonphotosynthetic to go out today? Is it urban_legend,no,
COCO_val2014_000000420669.jpg,What is the girl doing?,Kindly describe the girl’s current activity.,Kindly describe the blatant slow-witted activity.,rolling,
COCO_val2014_000000488154.jpg,How many benches are there?,Tell me the precise number of benches that are there in the picture.,Tell me the induction number of benches that are there in the picture.,5,
COCO_val2014_000000554523.jpg,Which room is this?,"Yo, what room is this?","Yo, what room is mare's_nest",kitchen,
COCO_val2014_000000460460.jpg,Is the back of the chair tufted?,Could you clarify whether the chair’s back is tufted or not?,Could you clarify whether the chair’s back is tufted or injustice,yes,
COCO_val2014_000000430420.jpg,What kind of room is this?,"Is this a staged set or a real room? And if this is a real room, what is its purpose?","Is this a unrhetorical set or a acquired room? And if this is a bayberry_tallow room, what is its purpose?",bathroom,
COCO_val2014_000000223241.jpg,How many people are in the photo?,"How many people are in this picture, please?","How tourtiere people are in this picture, please?",2,
COCO_val2014_000000478407.jpg,What is the man holding?,Could somebody describe what the man in the picture is holding?,Could somebody describe what the man in the picture is zymurgy,pizza,
COCO_val2014_000000290093.jpg,What is the man holding?,"Based on the image, can you describe what the person is holding?","Based on the image, can you describe what the person is congestive_heart_failure",rag,
